next.keys,next.rt,participant,session,date,expName,frameRate,
space,0.5536423650337383,,001,2018_Oct_17_1534,pyns_exp2,59.75679952199094,
space,0.2533458159305155,,001,2018_Oct_17_1534,pyns_exp2,59.75679952199094,
