next.keys,next.rt,participant,session,date,expName,frameRate,
space,1.9216108819236979,,001,2018_Oct_17_1421,pyns_exp2,59.73699876006465,
space,0.48812942509539425,,001,2018_Oct_17_1421,pyns_exp2,59.73699876006465,
