next.keys,next.rt,participant,session,date,expName,frameRate,
space,2.2712619500234723,,001,2018_Oct_17_1319,pyns_exp,60.05973900362742,
space,0.8880741669563577,,001,2018_Oct_17_1319,pyns_exp,60.05973900362742,
