next.keys,next.rt,participant,session,date,expName,frameRate,
space,0.5703666849294677,,001,2018_Oct_17_2226,pyns_exp2,60.05096475402308,
space,0.22080542892217636,,001,2018_Oct_17_2226,pyns_exp2,60.05096475402308,
