next.keys,next.rt,participant,session,date,expName,frameRate,
space,0.6544308220036328,,001,2018_Oct_17_1740,pyns_exp2,59.96870160064818,
space,0.7163583299843594,,001,2018_Oct_17_1740,pyns_exp2,59.96870160064818,
