next.keys,next.rt,participant,session,date,expName,frameRate,
space,0.7704305219231173,,001,2018_Oct_17_1731,pyns_exp2,59.984892714177356,
space,0.5513390129199252,,001,2018_Oct_17_1731,pyns_exp2,59.984892714177356,
