next.keys,next.rt,participant,session,date,expName,frameRate,
space,0.541551779024303,,001,2018_Oct_17_1640,pyns_exp2,59.948262859434564,
space,0.30361960700247437,,001,2018_Oct_17_1640,pyns_exp2,59.948262859434564,
