next.keys,next.rt,participant,session,date,expName,frameRate,
space,0.38685102097224444,,001,2018_Oct_17_1645,pyns_exp2,59.88426679868466,
space,0.41962729301303625,,001,2018_Oct_17_1645,pyns_exp2,59.88426679868466,
