next.keys,next.rt,participant,session,date,expName,frameRate,
space,0.7000760360388085,,001,2018_Oct_17_1647,pyns_exp2,59.96362843868034,
space,0.40341217804234475,,001,2018_Oct_17_1647,pyns_exp2,59.96362843868034,
