next.keys,next.rt,participant,session,date,expName,frameRate,
space,0.6379136979812756,,001,2018_Oct_17_1659,pyns_exp2,60.08507638750868,
space,0.337023466010578,,001,2018_Oct_17_1659,pyns_exp2,60.08507638750868,
