next.keys,next.rt,participant,session,date,expName,frameRate,
space,0.8550702100619674,,001,2018_Oct_17_2210,pyns_exp2,60.229974771666114,
space,0.33691772702150047,,001,2018_Oct_17_2210,pyns_exp2,60.229974771666114,
