next.keys,next.rt,participant,session,date,expName,frameRate,
space,0.9335134900175035,,001,2018_Oct_18_1021,pyns_exp2,59.97243404376096,
space,0.4867573860101402,,001,2018_Oct_18_1021,pyns_exp2,59.97243404376096,
