next.keys,next.rt,participant,session,date,expName,frameRate,
space,0.6037430450087413,,001,2018_Oct_17_1323,pyns_exp,59.97339148168646,
space,0.717925896984525,,001,2018_Oct_17_1323,pyns_exp,59.97339148168646,
