next.keys,next.rt,participant,session,date,expName,frameRate,
space,0.7358712940476835,,001,2018_Oct_17_1630,pyns_exp2,59.9810849639739,
space,1.6377967079170048,,001,2018_Oct_17_1630,pyns_exp2,59.9810849639739,
