next.keys,next.rt,participant,session,date,expName,frameRate,
space,0.6035505050094798,,001,2018_Oct_17_2200,pyns_exp2,59.98261587208928,
space,0.3543617540271953,,001,2018_Oct_17_2200,pyns_exp2,59.98261587208928,
