next.keys,next.rt,participant,session,date,expName,frameRate,
space,1.116291780024767,,001,2018_Oct_17_1811,pyns_exp2,59.982195933672905,
space,1.004072782001458,,001,2018_Oct_17_1811,pyns_exp2,59.982195933672905,
