next.keys,next.rt,participant,session,date,expName,frameRate,
space,1.015805687988177,,001,2018_Oct_17_1504,pyns_exp2,59.99428975729108,
space,0.3205022120382637,,001,2018_Oct_17_1504,pyns_exp2,59.99428975729108,
