next.keys,next.rt,participant,session,date,expName,frameRate,
space,2.1371276440331712,,001,2018_Oct_17_1718,pyns_exp2,59.95707935255982,
space,3.221841906895861,,001,2018_Oct_17_1718,pyns_exp2,59.95707935255982,
